paper_id,row_type,efficacy_source,year,first_author,design,country,journal,title_short,sport,sport_category,athlete_level,n_total,age_mean,age_sd,sex_male_pct,bt_classification,comparator,arm_structure,outcome_domain,outcome_metric,timepoint,lower_is_better,ig_n,ig_mean,ig_sd,cg_n,cg_mean,cg_sd,dispersion_note,complete_for_smd,n_allocated_ig,n_allocated_cg,dropout_n_ig,dropout_n_cg,adherence_rate_ig,adherence_rate_cg,completion_note,feasibility_source_quote,any_ae_reported,overall_ae_n,overall_ae_total,serious_ae_n,ae_description,safety_source_quote,any_ae_n_ig,any_ae_total_ig,any_ae_n_cg,any_ae_total_cg,ae_type,ae_n_ig,ae_n_cg,arm_safety_source_quote,row_id,year_num,n_total_num,ig_n_num,ig_mean_num,ig_sd_num,cg_n_num,cg_mean_num,cg_sd_num,n_allocated_ig_num,n_allocated_cg_num,dropout_n_ig_num,dropout_n_cg_num,any_ae_n_ig_num,any_ae_total_ig_num,any_ae_n_cg_num,any_ae_total_cg_num,overall_ae_n_num,overall_ae_total_num,outcome_lower,lower_by_metric,lower_is_better_flag,direction_standardization_note,direction_multiplier
Bahensky2021,efficacy_outcome,primary,2021,Bahensky,RCT,Czech Republic,J. Clin. Med.,Impact of a Breathing Intervention on Engagement,Unclear,non-sport exercise/performance,unclear,46,,,,yoga-based breathing,normal training,parallel,Physiological,Abdominal pressure at 3W/kg,Post (8 weeks),FALSE,22,2.83,0.88,23,1.42,0.52,,TRUE,23,23,1,0,,,,One participant did not complete the intervention for medical reasons unrelated to the intervention and was excluded,yes,1,46,,medical reasons,One participant did not complete the intervention for medical reasons unrelated to the intervention,,,,,,,,,45,2021,46,22,2.83,0.88,23,1.42,0.52,23,23,1,0,,,,,1,46,abdominal pressure at 3w/kg,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Citherlet2021,efficacy_outcome,additional,2021,Citherlet,Crossover,Switzerland,Frontiers in Sports and Active Living,Wim Hof breathing method,Repeated sprinting,running,competitive,16,,,,Wim Hof breathing method,spontaneous breathing,crossover,physiological,SpO2,acute pre-exercise,FALSE,15,99,0,15,97,1,,FALSE,16,16,,,,,1 dropout due to injury.,1 participant was excluded because of a muscular injury,yes,1,16,,muscular injury,1 participant was excluded because of a muscular injury (in the lower limb during the first sprint),,,,,,,,,46,2021,16,15,99,0,15,97,1,16,16,,,,,,,1,16,spo2,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Dobashi2021,metadata_only,none,2021,Dobashi,Crossover,Japan,Eur J Sport Sci,Voluntary hypocapnic hyperventilation lasting 5 min and 20 min similarly reduce aerobic metabolism,Cycling,cycling,mixed,11,24,2,91,voluntary hyperventilation,control,crossover,,,,,,,,,,,,FALSE,11,11,,,,,,,unclear,,,,,,,,,,,,,,47,2021,11,,,,,,,11,11,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Grossman2021,efficacy_outcome,additional,2021,Grossman,Crossover,Canada,Front Physiol,Breath holding during heavy-intensity Fartlek exercise,Cycling,cycling,healthy active,10,23.7,2.5,100,breath holding (CONLD-BH),free-breathing (CONLD),crossover,physiological,VCO2,post-exercise,FALSE,10,2.43,0.70,10,2.55,0.65,,TRUE,10,10,,,,,,,unclear,,,,,,,,,,,,,,48,2021,10,10,2.43,0.7,10,2.55,0.65,10,10,,,,,,,,,vco2,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Grossman2021,efficacy_outcome,primary,2021,Grossman,Crossover,Canada,Front Physiol,Breath holding during heavy-intensity Fartlek exercise,Cycling,cycling,healthy active,10,23.7,2.5,100,breath holding (CONLD-BH),free-breathing (CONLD),crossover,Physiological,VO2 (L/min),Post-exercise,FALSE,10,2.20,0.45,10,2.24,0.40,,TRUE,10,10,,,,,,,unclear,,,,,,,,,,,,,,49,2021,10,10,2.2,0.45,10,2.24,0.4,10,10,,,,,,,,,vo2 (l/min),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Taylor2021,efficacy_outcome,additional,2021,Buchanan,Crossover,USA,Human Movement Science,Fast breathing facilitates reaction time and movement time of a memory-guided force pulse,Memory-guided force pulse,non-sport exercise/performance,healthy active,47,21.3,2.8,36,fast-paced breathing,slow-paced breathing,crossover,performance,NMT,during task,TRUE,47,281.83,226.50,47,303.28,225.36,,TRUE,47,47,,,,,,,unclear,,,,,,,,,,,,,,50,2021,47,47,281.83,226.5,47,303.28,225.36,47,47,,,,,,,,,nmt,FALSE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Taylor2021,efficacy_outcome,primary,2021,Buchanan,Crossover,USA,Human Movement Science,Fast breathing facilitates reaction time and movement time of a memory-guided force pulse,Memory-guided force pulse,non-sport exercise/performance,healthy active,47,21.3,2.8,36,fast-paced breathing,slow-paced breathing,crossover,Performance,Reaction Time (RT) (ms),During task,TRUE,47,694.10,266.68,47,783.61,339.63,,TRUE,47,47,,,,,,,unclear,,,,,,,,,,,,,,51,2021,47,47,694.1,266.68,47,783.61,339.63,47,47,,,,,,,,,reaction time (rt) (ms),TRUE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Vaidya2021,metadata_only,none,2021,Vaidya,RCT,India,Int J Yoga Therapy,Effect of Yoga on Performance and Physical Fitness in Cricket Bowlers,Cricket,team sports,competitive,30,,,,yoga-based breathing,control,parallel,,,,,,,,,,,,FALSE,,,,,,,,,unclear,,,,,,,,,,,,,,52,2021,30,,,,,,,,,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Brocherie2022,metadata_only,none,2022,Brocherie,RCT,France,Int J Sports Sci Coach,Effects of a 5-week off-ice repeated-sprint training with voluntary hypoventilation,Ice hockey,team sports,elite,43,16.7,1.5,100,hypoventilation (VHL),normal breathing (RSN),parallel,,,,,,,,,,,,FALSE,43,,,,,,,8 dropouts total.,yes,3,43,,injuries,Eight out of the 43 subjects were unable to complete the protocol due to injuries (n=3),,,,,,,,,53,2022,43,,,,,,,43,,,,,,,,3,43,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Conlon2022,efficacy_outcome,additional,2022,Conlon,RCT,UK,,The effects of breathing techniques on pressurized performance and stress-responses,Shooting,mixed/various sports,competitive,67,,,,slow diaphragmatic breathing,paced breathing (12 cpm),parallel,physiological,RMSSD,post-intervention,FALSE,22,67.55,42.19,21,61.29,28.05,,TRUE,23,44,1,2,,,,,unclear,,,,,,,,,,,,,,54,2022,67,22,67.55,42.19,21,61.29,28.05,23,44,1,2,,,,,,,rmssd,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Conlon2022,efficacy_outcome,primary,2022,Conlon,RCT,UK,,The effects of breathing techniques on pressurized performance and stress-responses,Shooting,mixed/various sports,competitive,67,,,,slow diaphragmatic breathing,paced breathing (12 cpm),parallel,Performance,Shooting Accuracy,Post-intervention (Pressure test),FALSE,23,32.30,20.27,23,35.91,16.21,,TRUE,23,44,1,2,,,,,unclear,,,,,,,,,,,,,,55,2022,67,23,32.3,20.27,23,35.91,16.21,23,44,1,2,,,,,,,shooting accuracy,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Marko2022,efficacy_outcome,additional,2022,Marko,Before-after,Czech Republic,J. Clin. Med.,Does Wim Hof Method Improve Breathing Economy during Exercise?,Cycling,cycling,healthy active,23,,,,Wim Hof Method,baseline,crossover,physiological,VT,post-test,FALSE,11,1.67,0.25,11,1.66,0.27,,TRUE,23,,,,,,,,unclear,,,,,,,,,,,,,,56,2022,23,11,1.67,0.25,11,1.66,0.27,23,,,,,,,,,,vt,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Marko2022,efficacy_outcome,primary,2022,Marko,Before-after,Czech Republic,J. Clin. Med.,Does Wim Hof Method Improve Breathing Economy during Exercise?,Cycling,cycling,healthy active,23,,,,Wim Hof Method,baseline,crossover,Physiological,VE,Post-test,FALSE,11,70.68,22.52,11,65.01,22.16,,TRUE,23,,,,,,,,unclear,,,,,,,,,,,,,,57,2022,23,11,70.68,22.52,11,65.01,22.16,23,,,,,,,,,,ve,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
You2023,efficacy_outcome,additional,2023,You,Crossover,France,Applied Psychophysiology and Biofeedback,Single slow-paced Breathing Session at six cycles per minute,Unclear,non-sport exercise/performance,healthy active,78,22.32,2.11,71,slow-paced breathing (6 cpm),usual breathing,crossover,physiological,SDNN,post-intervention,FALSE,75,141.37,45.35,75,98.23,40.70,,TRUE,78,78,,,,,3 dropouts total.,,unclear,,,,,,,,,,,,,,58,2023,78,75,141.37,45.35,75,98.23,40.7,78,78,,,,,,,,,sdnn,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
You2023,efficacy_outcome,primary,2023,You,Crossover,France,Applied Psychophysiology and Biofeedback,Single slow-paced Breathing Session at six cycles per minute,Unclear,non-sport exercise/performance,healthy active,78,22.32,2.11,71,slow-paced breathing (6 cpm),usual breathing,crossover,Physiological,RMSSD (ms),Post-intervention,FALSE,75,97.62,43.81,75,62.84,35.96,,TRUE,78,78,,,,,3 dropouts total.,,unclear,,,,,,,,,,,,,,59,2023,78,75,97.62,43.81,75,62.84,35.96,78,78,,,,,,,,,rmssd (ms),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Braham2024,metadata_only,none,2024,Braham,RCT,France,Int J Sports Physiol Perform,Effects of a 6-Week Repeated-Sprint Training With Voluntary Hypoventilation,Soccer,team sports,competitive,16,,,0,hypoventilation (VHL),normal breathing (RSN),parallel,,,,,,,,,,,,FALSE,,,,,,,,,unclear,,,,,,,,,,,,,,60,2024,16,,,,,,,,,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Buxton2024,metadata_only,none,2024,Buxton,Crossover,USA,J Hum Kinet,The Effects of Slow Breathing during Inter-Set Recovery on Power Performance in the Barbell Back Squat,Back squat,resistance/strength,recreational,18,20.7,1.4,100,slow-paced breathing (4-7-8 method),control,crossover,,,,,,,,,,,,FALSE,18,18,,,,,,,unclear,,,,,,,,,,,,,,61,2024,18,,,,,,,18,18,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Li2024,efficacy_outcome,additional,2024,Li,Crossover,China,Healthcare,The Impact of Starting Positions and Breathing Rhythms on Cardiopulmonary Stress,Burpees,non-sport exercise/performance,healthy active,30,19.6,1.2,82,regulated breathing (Rhythm+Stand),free breathing (Free+Stand),crossover,physiological,Average POCR,post-exercise,FALSE,22,14.3,1.28,22,11.0,0.93,,TRUE,30,30,,,,,8 dropouts total.,Participants Exclusion (n=3) Have musculoskeletal injury... Lost Follow up (n=5),yes,1,30,,respiratory-related illnesses,Lost Follow up (n=5)... Get respiratory-related illnesses: n=1,,,,,,,,,62,2024,30,22,14.3,1.28,22,11,0.93,30,30,,,,,,,1,30,average pocr,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Li2024,efficacy_outcome,primary,2024,Li,Crossover,China,Healthcare,The Impact of Starting Positions and Breathing Rhythms on Cardiopulmonary Stress,Burpees,non-sport exercise/performance,healthy active,30,19.6,1.2,82,regulated breathing (Rhythm+Stand),free breathing (Free+Stand),crossover,Physiological,Average Heart Rate (bpm),During exercise,TRUE,22,94.9,3.80,22,84.4,4.82,,TRUE,30,30,,,,,8 dropouts total.,Participants Exclusion (n=3) Have musculoskeletal injury... Lost Follow up (n=5),yes,1,30,,respiratory-related illnesses,Lost Follow up (n=5)... Get respiratory-related illnesses: n=1,,,,,,,,,63,2024,30,22,94.9,3.8,22,84.4,4.82,30,30,,,,,,,1,30,average heart rate (bpm),TRUE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Merlin2024,efficacy_outcome,additional,2024,Merlin,RCT,France,J Funct Morphol Kinesiol,Psychophysiological Effects of Slow-Paced Breathing on Adolescent Swimmers,Swimming,swimming,elite,13,13.9,0.38,38,slow-paced breathing,control,parallel,psychological,Total recovery,post-intervention,FALSE,7,4.96,1.12,6,5.14,1.06,,TRUE,7,6,,,,,,,unclear,,,,,,,,,,,,,,64,2024,13,7,4.96,1.12,6,5.14,1.06,7,6,,,,,,,,,total recovery,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Rosa2024,metadata_only,none,2024,Rosa,Crossover,Portugal,,VHL during arm cycle ergometer,Arm cycle ergometer,non-sport exercise/performance,unclear,14,,,,hypoventilation (RS-VHL),normal breathing (RSN),crossover,,,,,,,,,,,,FALSE,14,14,,,,,,,unclear,,,,,,,,,,,,,,65,2024,14,,,,,,,14,14,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Sikora2024,efficacy_outcome,additional,2024,Sikora,Observational,Poland,Sci Rep,Differences between diaphragmatic and abdominal breathing patterns in spirometric,Unclear,mixed/various sports,competitive,69,,,,diaphragmatic breathing,thoracic breathing,observational,physiological,FEV1,baseline,FALSE,38,5.13,1.01,22,4.14,0.88,,TRUE,38,22,,,,,,,unclear,,,,,,,,,,,,,,66,2024,69,38,5.13,1.01,22,4.14,0.88,38,22,,,,,,,,,fev1,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Sikora2024,efficacy_outcome,primary,2024,Sikora,Observational,Poland,Sci Rep,Differences between diaphragmatic and abdominal breathing patterns in spirometric,Unclear,mixed/various sports,competitive,69,,,,diaphragmatic breathing,thoracic breathing,observational,Physiological,Vital Capacity (VC) (L),Baseline,FALSE,38,5.495,1.13,22,4.05,0.95,,TRUE,38,22,,,,,,,unclear,,,,,,,,,,,,,,67,2024,69,38,5.495,1.13,22,4.05,0.95,38,22,,,,,,,,,vital capacity (vc) (l),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Woorons2024,efficacy_outcome,additional,2024,Woorons,RCT,France,Front Physiol,Hypoventilation training including maximal end-expiratory breath holding improves,Judo,combat sports,elite,20,20.6,2.5,50,hypoventilation (RSH-VHL),normal breathing (RSN),parallel,performance,Sdec,post-training,TRUE,9,20.4,6.5,8,24.4,4.2,,TRUE,10,10,1,2,,,,,unclear,,,,,,,,,,,,,,68,2024,20,9,20.4,6.5,8,24.4,4.2,10,10,1,2,,,,,,,sdec,FALSE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Woorons2024,efficacy_outcome,primary,2024,Woorons,RCT,France,Front Physiol,Hypoventilation training including maximal end-expiratory breath holding improves,Judo,combat sports,elite,20,20.6,2.5,50,hypoventilation (RSH-VHL),normal breathing (RSN),parallel,Performance,MPOmean(5-8) (W),Post-training 1,FALSE,9,266,67,8,246,64,,TRUE,10,10,1,2,,,,,unclear,,,,,,,,,,,,,,69,2024,20,9,266,67,8,246,64,10,10,1,2,,,,,,,mpomean(5-8) (w),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Deniz2025,efficacy_outcome,additional,2025,Deniz,Crossover,Turkey,"BMC Sports Science, Medicine and Rehabilitation",The effect of breathing strategy on lifted load during the bench press,Bench press,resistance/strength,recreational,12,27.92,7.38,100,exhalation,inhalation,crossover,physiological,Post-exercise SBP,post-exercise,TRUE,12,125.00,9.40,12,128.50,8.88,,TRUE,12,12,,,,,,,unclear,,,,,,,,,,,,,,70,2025,12,12,125,9.4,12,128.5,8.88,12,12,,,,,,,,,post-exercise sbp,FALSE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Deniz2025,efficacy_outcome,primary,2025,Deniz,Crossover,Turkey,"BMC Sports Science, Medicine and Rehabilitation",The effect of breathing strategy on lifted load during the bench press,Bench press,resistance/strength,recreational,12,27.92,7.38,100,exhalation,inhalation,crossover,Performance,Total Volume Lifted (kg),Post-exercise,FALSE,12,2410.42,395.06,12,2132.71,555.08,,TRUE,12,12,,,,,,,unclear,,,,,,,,,,,,,,71,2025,12,12,2410.42,395.06,12,2132.71,555.08,12,12,,,,,,,,,total volume lifted (kg),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Fernandez2025,efficacy_outcome,primary,2025,DeAs?s-Fern?ndez,Crossover,Spain,Sports,Effects of Hook Maneuver on Oxygen Saturation Recovery After -40 m Apnea Dive,Freediving,freediving,competitive,13,42,9,,hook breathing,usual breathing,crossover,Physiological,SpO2 at 30s (%),30s Post-apnea,FALSE,13,92,9,13,87,7.9,,TRUE,13,13,,,,,,,yes,5,14,1,pulmonary edema,One participant was eliminated... he had developed severe pulmonary edema... Four participants showed signs of mild pulmonary edema,4,13,4,13,mild pulmonary edema,4,4,"Four participants showed signs of mild pulmonary edema, after diving, coinciding in both protocols",72,2025,13,13,92,9,13,87,7.9,13,13,,,4,13,4,13,5,14,spo2 at 30s (%),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Fesseler2025,efficacy_outcome,primary,2025,Fesseler,Crossover,Germany,Experimental Physiology,The effect of pre-exercise hyperventilation on repeated high-intensity inclined sprint performance,Sprint intervals,running,recreational,36,24.0,1.8,50,pre-exercise hyperventilation,spontaneous breathing,crossover,Performance,Cumulative elevation gain (Sprint 1),Post-sprint,FALSE,36,-12.89,2.78,36,-12.27,2.44,,TRUE,36,36,,,,,,,unclear,,,,,,,,,,,,,,73,2025,36,36,-12.89,2.78,36,-12.27,2.44,36,36,,,,,,,,,cumulative elevation gain (sprint 1),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Fox2025,metadata_only,none,2025,Fox,RCT,Australia,Sci Rep,Wim Hof Method,General,non-sport exercise/performance,healthy active,404,37,9.95,44,Wim Hof Method,Meditation control,parallel,,,,,,,,,,,,FALSE,273,131,,,,,Total attrition 152. Daily intervention compliance 64.71%.,"A total of 556 participants enrolled in the study, with a final sample size of 404 participants",yes,1,556,,medical condition,"Attrition was due to a medical condition (1), travel, and conflicting time commitments.",,,,,,,,,74,2025,404,,,,,,,273,131,,,,,,,1,556,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Kasap2025,efficacy_outcome,primary,2025,Kasap,Crossover,Turkey,PLoS One,Box breathing or six breaths per minute: Which strategy improves athletes post-HIIT cardiovascular recovery?,Cycle ergometer,cycling,healthy active,40,20.95,1.75,63,box breathing,6 bpm breathing,crossover,Physiological,Final Heart Rate (bpm),Post-exercise,TRUE,40,164.65,9.40,40,159.05,10.38,,TRUE,40,40,,,,,,,unclear,,,,,,,,,,,,,,75,2025,40,40,164.65,9.4,40,159.05,10.38,40,40,,,,,,,,,final heart rate (bpm),TRUE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Liapaki2025,metadata_only,none,2025,Liapaki,Crossover,Greece,J Hum Kinet,Apnea or normal breathing on physiological responses during HIIT,Running,running,competitive,15,24.7,3.1,,breath holding/apnea,normal breathing,crossover,,,,,,,,,,,,FALSE,15,15,,,,,,,unclear,,,,,,,,,,,,,,76,2025,15,,,,,,,15,15,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Lorinczi2025,metadata_only,none,2025,Lorinczi,RCT,Slovakia,Int J Sports Physiol Perform,Additional Benefits of Repeated-Sprint Training With Prolonged End-Expiratory Breath Holding,Soccer,team sports,competitive,20,,,,breath holding/apnea (EEBH),normal breathing,parallel,,,,,,,,,,,,FALSE,,,,,,,,,unclear,,,,,,,,,,,,,,77,2025,20,,,,,,,,,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Yilmaz2025,metadata_only,none,2025,Yilmaz,Other experimental,Turkey,Sci Rep,Evaluating bioenergetic pathway contributions,Wingate,cycling,healthy active,12,,,,voluntary hyperventilation,control,parallel,,,,,,,,,,,,FALSE,12,12,,,,,,,unclear,,,,,,,,,,,,,,78,2025,12,,,,,,,12,12,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Chiron2026,efficacy_outcome,additional,2026,Chiron,RCT,France,J Strength Cond Res,Exploring the influence of coherent breathing on psychophysiological stress,Running,running,elite,22,22.3,3.0,68,slow-paced breathing (RELAX),control (CONT),parallel,physiological,Heart Rate,post-test,TRUE,11,55.97,8.32,11,55.75,6.11,,TRUE,11,11,,,,,,,unclear,,,,,,,,,,,,,,79,2026,22,11,55.97,8.32,11,55.75,6.11,11,11,,,,,,,,,heart rate,TRUE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Chiron2026,efficacy_outcome,primary,2026,Chiron,RCT,France,J Strength Cond Res,Exploring the influence of coherent breathing on psychophysiological stress,Running,running,elite,22,22.3,3.0,68,slow-paced breathing (RELAX),control (CONT),parallel,Physiological,RMSSD (ms),Post-test,FALSE,11,72.95,35.22,11,89.37,4.61,,TRUE,11,11,,,,,,,unclear,,,,,,,,,,,,,,80,2026,22,11,72.95,35.22,11,89.37,4.61,11,11,,,,,,,,,rmssd (ms),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Devipriya2026,efficacy_outcome,primary,2026,Devipriya,Before-after,India,Cureus,Evaluation of Immediate Changes in Reaction Time Following Bhramari Pranayama,Unclear,non-sport exercise/performance,healthy active,60,21.35,1.78,50,Bhramari Pranayama,within-subject baseline,crossover,Performance,Visual Reaction Time (VRT) Right Hand (ms),Post-session,TRUE,60,201.35,,60,223.67,,No dispersion reported,FALSE,60,60,,,,,,,unclear,,,,,,,,,,,,,,81,2026,60,60,201.35,,60,223.67,,60,60,,,,,,,,,visual reaction time (vrt) right hand (ms),TRUE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
FernandezBarradas2026,efficacy_outcome,primary,2026,Fern?ndez-Barradas,Before-after,Mexico,Front. Sports Act. Living,Slow paced breathing and power posing: a pre-competitive ritual,American football,team sports,competitive,34,16.97,0.80,,slow-paced breathing,baseline,crossover,Psychological,Cognitive anxiety,Post-test,TRUE,34,16,,34,52.27,,No dispersion reported,FALSE,34,,,,,,,,unclear,,,,,,,,,,,,,,82,2026,34,34,16,,34,52.27,,34,,,,,,,,,,cognitive anxiety,TRUE,TRUE,Hedges' g multiplied by -1 so positive values favor the breathing intervention,-1
Iskra2026,efficacy_outcome,additional,2026,Iskra,Crossover,Germany,Psychophysiology,Fast-paced breathing,Unclear,non-sport exercise/performance,healthy active,58,,,,slow-paced breathing (6 CPM),paced breathing (15 CPM),crossover,physiological,PEP,during intervention,FALSE,38,114.46,11.16,38,116.17,11.75,,TRUE,58,58,,,,,20 dropouts/exclusions total.,Three participants were excluded from the main analysis due to technical issues... An additional 17 participants were excluded... yielding 38 final datasets.,unclear,,,,,,,,,,,,,,83,2026,58,38,114.46,11.16,38,116.17,11.75,58,58,,,,,,,,,pep,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Iskra2026,efficacy_outcome,primary,2026,Iskra,Crossover,Germany,Psychophysiology,Fast-paced breathing,Unclear,non-sport exercise/performance,healthy active,58,,,,slow-paced breathing (6 CPM),paced breathing (15 CPM),crossover,Physiological,RMSSD (ms),During intervention,FALSE,38,75.97,28.48,38,49.95,25.37,,TRUE,58,58,,,,,20 dropouts/exclusions total.,Three participants were excluded from the main analysis due to technical issues... An additional 17 participants were excluded... yielding 38 final datasets.,unclear,,,,,,,,,,,,,,84,2026,58,38,75.97,28.48,38,49.95,25.37,58,58,,,,,,,,,rmssd (ms),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Jing2026,metadata_only,none,2026,Jing,RCT,China,J Sports Med Phys Fitness,Effects of underwater breath-holding training on athletes' lung capacity,Swimming,swimming,competitive,20,,,,breath holding/apnea,control,parallel,,,,,,,,,,,,FALSE,,,,,,,,,unclear,,,,,,,,,,,,,,85,2026,20,,,,,,,,,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Jones2026,efficacy_outcome,additional,2026,Jones,RCT,USA,Med Sci Sports Exerc,Box Breathing vs Cyclic Sighing,Rowing,endurance,healthy active,77,21.0,3.0,71,box breathing,spontaneous breathing,parallel,physiological,HRR3,post-exercise,FALSE,21,119.9,18.9,20,124.0,15.7,,TRUE,42,20,,,,,15 participants excluded due to technical issues.,"Of these, 10 participants were excluded due to technical issues with the connectivity... An additional five participants were removed during data screening... final analyzed sample comprised 62 participants",unclear,,,,,,,,,,,,,,86,2026,77,21,119.9,18.9,20,124,15.7,42,20,,,,,,,,,hrr3,FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Jones2026,efficacy_outcome,primary,2026,Jones,RCT,USA,Med Sci Sports Exerc,Box Breathing vs Cyclic Sighing,Rowing,endurance,healthy active,77,21.0,3.0,71,box breathing,spontaneous breathing,parallel,Physiological,Heart Rate Recovery 1 min (bpm),Post-exercise,FALSE,21,129.5,12.6,20,132.6,13.5,,TRUE,42,20,,,,,15 participants excluded due to technical issues.,"Of these, 10 participants were excluded due to technical issues with the connectivity... An additional five participants were removed during data screening... final analyzed sample comprised 62 participants",unclear,,,,,,,,,,,,,,87,2026,77,21,129.5,12.6,20,132.6,13.5,42,20,,,,,,,,,heart rate recovery 1 min (bpm),TRUE,FALSE,Positive Hedges' g favors the breathing intervention,1
Katz2026,efficacy_outcome,primary,2026,Katz,Crossover,USA,Journal of Strength and Conditioning Research,The acute effect of a diaphragmatic breathing warm-up on maximal deadlift performance,Deadlift,resistance/strength,recreational,40,24.8,6.8,80,diaphragmatic breathing,control,crossover,Performance,Deadlift 1RM (kg),Post-test,FALSE,40,163.6,47.1,40,160.7,49.6,,TRUE,40,40,,,,,,,unclear,,,,,,,,,,,,,,88,2026,40,40,163.6,47.1,40,160.7,49.6,40,40,,,,,,,,,deadlift 1rm (kg),FALSE,FALSE,Positive Hedges' g favors the breathing intervention,1
Raidl2026,metadata_only,none,2026,Raidl,RCT,Austria,Int J Sports Physiol Perform,No Evidence for the Efficacy of Slow-Paced Breathing as a Recovery Strategy After Sprint Interval Training,Sprint interval training,running,competitive,20,,,,slow-paced breathing,control,parallel,,,,,,,,,,,,FALSE,,,,,,,,,unclear,,,,,,,,,,,,,,89,2026,20,,,,,,,,,,,,,,,,,,,FALSE,Positive Hedges' g favors the breathing intervention,1
Tomita2026,metadata_only,none,2026,Tomita,Crossover,Japan,,Focused Attention Meditation as a Pre-Exercise Strategy,Speed skating,winter sports,elite,26,,,,controlled breathing,random thinking,crossover,,,,,,,,,,,,FALSE,26,26,0,0,,,All completed without adverse events.,All 26 participants completed the intervention and HIIT protocols without adverse events.,no,0,26,0,,All 26 participants completed the intervention and HIIT protocols without adverse events.,0,26,0,26,,0,0,All 26 participants completed the intervention and HIIT protocols without adverse events.,90,2026,26,,,,,,,26,26,0,0,0,26,0,26,0,26,,,FALSE,Positive Hedges' g favors the breathing intervention,1
